,lang,rank,result,type
381,german,99999999,"['vnrbärgn', 'vnrbärge', 'verbärgn', 'verbärge', 'venrbärgen', 'venrbärge', 'verbärgen', 'vßenrbärgßen', 'vßenrbärge', 'verbärgßen']",positive
382,german,99999999,"['verbären', 'ven', 'veen', 'verben', 'veren', 'verbäen', 'vßen', 'verbärßen', 'verbärgen', 'vrbärgen']",positive
383,german,99999999,"['keeißten', 'kreieten', 'keten', 'kreißeen', 'keen', 'kreeßten', 'kreißten', 'keßten', 'keißten', 'kergen']",positive
384,german,99999999,"['krenißten', 'krenißte', 'kreißten', 'kreißte', 'krnißtn', 'krnißte', 'kreißtn', 'krrgenißtrgen', 'krrgenißte', 'kreißtrgen']",positive
385,german,99999999,"['kräiße', 'kreiße', 'kräißän', 'kräißen', 'kreißän', 'kreißen', 'kräißäe', 'kräißee', 'kreißäe', 'kreißee']",positive
386,german,0,"['feigsten', 'feiesten', 'fgiesten', 'fgigsten', 'zeigsten', 'figsten', 'fgsten', 'zigsten', 'zgsten', 'fegsten']",positive
387,german,0,"['zugängigsten', 'zugängigstgn', 'zugängigstugängn', 'zugäneigstgn', 'zeigstugängn', 'fgigstgn', 'zugängigstngn', 'zugängigstängn', 'zugängigstgängn', 'fugängigstugängn']",positive
388,german,4,"['zugstenängstenigsten', 'zugstenängstenig', 'zugstenängigsten', 'zugängstenigsten', 'zugängigsten', 'zugstenängig', 'zugängstenig', 'zugängig', 'zunännigsten', 'zunännigsteg']",positive
389,german,0,"['zugängig', 'zugäggig', 'zugäggin', 'zugängin', 'zugängg', 'zugängien', 'zugängigg', 'zugängiig', 'zugängeig', 'zuiäniiig']",positive
390,german,0,"['zugängig', 'zeig', 'zugäneig', 'fugängig', 'fgig', 'feig', 'zueig', 'zugeig', 'zugäeig', 'zig']",positive
391,german,0,"['feig', 'feie', 'fgie', 'fgig', 'zeig', 'fig', 'fg', 'f', 'zig', 'zg']",positive
392,german,0,"['feig', 'fein', 'feg', 'feien', 'feigg', 'feiig', 'fegig', 'feiten', 'feigsg', 'feigsten']",positive
393,german,0,"['feigsten', 'feig', 'feigsteg', 'fein', 'feigstg', 'feigsg', 'feigg', 'feiten', 'feien', 'feisten']",positive
394,german,0,"['sächlichen', 'sären', 'sächlicren', 'sren', 'vächlichen', 'vhen', 'vichen', 'sächliren', 'sächlren', 'sächren']",positive
395,german,0,"['visionären', 'visionähen', 'vhen', 'sären', 'sisionären', 'sren', 'vihen', 'vishen', 'visiohen', 'visionhen']",positive
396,german,99999999,"['visionär', 'vichesicheonär', 'vichsichonär', 'vicsiconär', 'vichesionär', 'visicheonär', 'vichsionär', 'visichonär', 'vicsionär', 'visiconär']",positive
397,german,99999999,"['visionären', 'visionärh', 'visiohäreh', 'visiohären', 'visionäreh', 'vicsiconären', 'visionärch', 'visiochärech', 'visiohärch', 'vicsionären']",positive
398,german,0,"['visionär', 'visionäh', 'vh', 'v', 'sär', 'sisionär', 'sr', 'vi', 'vih', 'vish']",positive
399,german,0,"['sächlich', 'sär', 'sächlicr', 'sr', 's', 'vächlich', 'vh', 'sä', 'säc', 'vich']",positive
400,german,99999999,"['sächlichen', 'sächlichr', 'sächlicher', 'sächlichär', 'sächlichenä', 'sächlicheär', 'sächlichän', 'sächlichnär', 'sächlichenär', 'sächlichonär']",positive
401,german,99999999,"['sächlich', 'särechlich', 'särchlich', 'sechlich', 'srechlich', 'srchlich', 'snärechlich', 'snchlich', 'sächlionärech', 'sächlioch']",positive
402,german,0,"['zeitherigen', 'zeitherihen', 'zhen', 'äeitherigen', 'ägen', 'zehen', 'ärigen', 'zeithen', 'zeitherhen', 'zeithehen']",positive
403,german,0,"['ärztlichen', 'ärztlicgen', 'ägen', 'zrztlichen', 'zhen', 'ärztligen', 'ärgen', 'ärzgen', 'ärztlgen', 'ärztgen']",positive
404,german,99999999,"['ärztlich', 'ärztligech', 'ärztligch', 'ärigztlech', 'ärigeztlich', 'ärigztlich', 'ärztlech', 'äriztlgech', 'äriztlgch', 'äriztlich']",positive
405,german,99999999,"['ärztlichen', 'ärztlichg', 'ärztlicheg', 'ärztlichig', 'äriztlichen', 'ärztlicheig', 'ärztlichin', 'ärztlichrig', 'ärzthlicen', 'äerztlichn']",positive
406,german,0,"['ärztlich', 'ärztlicg', 'äg', 'ä', 'zrztlich', 'zh', 'ärztlig', 'är', 'ärg', 'ärzg']",positive
407,german,0,"['zeitherig', 'z', 'zeitherih', 'zh', 'äeitherig', 'äg', 'zeith', 'ze', 'zeh', 'ärig']",positive
408,german,99999999,"['zeitherigen', 'zeitherigh', 'zeitherigeh', 'zcithcrigch', 'zeicthericgen', 'zeitherigch', 'zcithcrigcn', 'zeitcrigeh', 'zeitcerigh', 'zcithcrigeh']",positive
409,german,99999999,"['zeithenerig', 'zeitherig', 'zeitnerig', 'zeitenerig', 'zeichethericheg', 'zeichtnerichg', 'zeichtherichg', 'zeicthericg', 'zeichetherig', 'zeithericheg']",positive
410,german,0,"['profitabelster', 'profitabehster', 'phster', 'kelster', 'krofitabelster', 'klster', 'prhster', 'profitabhster', 'profitahster', 'profithster']",positive
411,german,0,"['keltischster', 'kelster', 'keltisclster', 'klster', 'peltischster', 'phster', 'keltislster', 'keltilster', 'keltlster', 'kellster']",positive
412,german,99999999,"['kelstertisch', 'keltisch', 'kertisch', 'kelsteltisch', 'kelstltisch', 'kelsltisch', 'kelltisch', 'keertisch', 'ketertisch', 'kestertisch']",positive
413,german,99999999,"['ketischl', 'keltischl', 'keltischsl', 'keltischster', 'keltischel', 'keetischl', 'ketischster', 'keltischstl', 'keltiechel', 'keltischstel']",positive
414,german,0,"['keltisch', 'kel', 'keltiscl', 'kl', 'k', 'peltisch', 'ph', 'kelti', 'ke', 'keltisc']",positive
415,german,0,"['profitabel', 'profitabeh', 'ph', 'p', 'kel', 'krofitabel', 'kl', 'pr', 'prh', 'profitabe']",positive
416,german,99999999,"['profitabelh', 'profitabelsh', 'profitabelster', 'profitabelch', 'profitabelsth', 'phofitabelsteh', 'phofitabelch', 'profitabelsch', 'phofitabelster', 'profitabelsteh']",positive
417,german,99999999,"['profitabel', 'profischtabel', 'profiltabe', 'profischstetabel', 'profitabe', 'profitabl', 'profischsttabel', 'profistabel', 'profisctabel', 'profischstabel']",positive
418,german,0,"['anzeigender', 'anzeigenler', 'inzeigender', 'aler', 'inder', 'ider', 'anler', 'anzler', 'anzeiler', 'anzeigeler']",positive
419,german,0,"['informeller', 'inder', 'informelder', 'anformeller', 'ider', 'aler', 'infder', 'informeder', 'informder', 'inforder']",positive
420,german,99999999,"['informell', 'indeformell', 'indformell', 'ieformendll', 'informendell', 'informendll', 'ieformell', 'ideformenll', 'idformenll', 'informenll']",positive
421,german,99999999,"['informeller', 'informelld', 'infodmelled', 'infodmeller', 'informelled', 'informenllenr', 'infodmnllnd', 'informellnd', 'infondmellend', 'infodmnllnr']",positive
422,german,0,"['informell', 'ind', 'informeld', 'anformell', 'id', 'i', 'al', 'inform', 'in', 'inf']",positive
423,german,0,"['anzeigend', 'anzeigenl', 'inzeigend', 'al', 'a', 'ind', 'id', 'anz', 'anzeig', 'an']",positive
424,german,99999999,"['anzeigender', 'anzeigendl', 'anzeigendel', 'anzeligelndelr', 'anzliglndll', 'anzeligelnder', 'anzeligendelr', 'anzeigelndelr', 'anzeigendll', 'anzliglndlr']",positive
425,german,99999999,"['anzeigend', 'anzeligelnd', 'anzeligend', 'anzeigelnd', 'anzelleigellend', 'anzelligellnd', 'anzelleigend', 'anzeigellend', 'anzelligend', 'anzeigellnd']",positive
426,german,0,"['subversiveres', 'subversigeres', 'sgeres', 'mubversiveres', 'mveres', 'sugeres', 'subversgeres', 'subvergeres', 'subvegeres', 'subvgeres']",positive
427,german,0,"['marktfähigeres', 'marktfähigerem', 'marktfähigeremarktfähi', 'marktfähigeremarktfäh', 'marktfähigeremarktfä', 'sarktfähigerem', 'marktfähigerema', 'marktfähigeremar', 'marktfähigeremark', 'marktfähigeremarkt']",positive
428,german,99999999,"['marktfähig', 'marktfähivereg', 'marktfähiverg', 'marktfähiveg', 'marktfähivg', 'marktfäheg', 'marktfährg', 'marktfähvg', 'marktfähreg', 'marktfähereg']",positive
429,german,99999999,"['marktfähigv', 'marktfähigev', 'marktfähigeres', 'marktfähigiv', 'marktfähigerv', 'marktfähigerev', 'marktfähigeiv', 'marktfähigsiv', 'marktfähigis', 'marsktfähigv']",positive
430,german,0,"['marktfähig', 'marktfähiv', 'mv', 'm', 'sarktfähig', 'sg', 'ma', 'mav', 'marktfähv', 'marktfäv']",positive
431,german,0,"['subversiv', 'subversig', 'sg', 's', 'mubversiv', 'mv', 'subv', 'su', 'sug', 'subversg']",positive
432,german,99999999,"['subversivg', 'subversiveg', 'subversiveres', 'subversivig', 'subvisivig', 'gubvergivereg', 'subversiverg', 'gubvergivig', 'gubvergiveres', 'gubversivereg']",positive
433,german,99999999,"['subversiv', 'subversigerev', 'subversigerv', 'subversigev', 'subversigv', 'subversev', 'subversrv', 'subversrev', 'subverserev', 'subversgerev']",positive
434,german,0,"['Auskunft', 'Auskunfr', 'Ar', 'Muskunft', 'Mt', 'Aur', 'Auskunr', 'Auskur', 'Auskr', 'Ausr']",positive
435,german,0,"['Manier', 'Maniet', 'Mt', 'Aanier', 'Ar', 'Mat', 'Manit', 'Mant', 'Aer', 'Anier']",positive
436,german,0,"['Manier', 'Manfier', 'Maunier', 'Makunier', 'Mauier', 'Mafier', 'Maskunier', 'Makier', 'Mauskunier', 'Makuier']",positive
437,german,0,"['Manier', 'Manfier', 'Maunier', 'Makunier', 'Mauier', 'Mafier', 'Maskunier', 'Makier', 'Mauskunier', 'Makuier']",positive
438,german,0,"['Manier', 'Maniet', 'Mt', 'Aanier', 'Ar', 'Mat', 'Manit', 'Mant', 'Aer', 'Anier']",positive
439,german,0,"['Auskunft', 'Auskunfr', 'Ar', 'Muskunft', 'Mt', 'Aur', 'Auskunr', 'Auskur', 'Auskr', 'Ausr']",positive
440,german,0,"['Auskunft', 'Auskunift', 'Auskuanft', 'Auskunieft', 'Auskuift', 'Auskuaft', 'Auskueft', 'Auskuieft', 'Auskuanift', 'Auskuanieft']",positive
441,german,0,"['Auskunft', 'Auskunift', 'Auskuanft', 'Auskunieft', 'Auskuift', 'Auskuaft', 'Auskueft', 'Auskuieft', 'Auskuanift', 'Auskuanieft']",positive
442,german,0,"['sarkastische', 'uarkastische', 'sarkastiiche', 'siche', 'sche', 'she', 'usche', 'uche', 'uhe', 'sarkastiche']",positive
443,german,0,"['unnatürliche', 'snnatürliche', 'unnatürlsche', 'usche', 'uche', 'uhe', 'siche', 'sche', 'she', 'satürliche']",positive
444,german,0,"['unnatürliche', 'unnatürlich', 'unnatürlichh', 'unnatürlice', 'unnatürlie', 'unnatürlihe', 'unnatürlicche', 'unnatürlihh', 'unnatürlisce', 'unnatürlische']",positive
445,german,0,"['unnatürlich', 'unnatürliche', 'unnatürlice', 'unnatürlih', 'unnatürlichh', 'unnatürlish', 'unnatürlicch', 'unnatürlisch', 'unnatürlichch', 'unnatürlicce']",positive
446,german,0,"['unnatürlich', 'snnatürlich', 'unnatürlsch', 'usch', 'uch', 'uh', 'u', 'sich', 'sch', 'sh']",positive
447,german,0,"['sarkastisch', 'uarkastisch', 'sarkastiich', 'sich', 'sch', 'sh', 's', 'usch', 'uch', 'uh']",positive
448,german,0,"['sarkastisch', 'sarkastische', 'sarkastisce', 'sarkasticsh', 'sarkastish', 'sarkastischh', 'sarkastiscch', 'sarkastisich', 'sarkastcsh', 'sarkasticsche']",positive
449,german,0,"['sarkastische', 'sarkastisch', 'sarkastischh', 'sarkastisce', 'sarkastichse', 'sarkasticshe', 'sarkastise', 'sarkastishe', 'sarkasticshh', 'sarkastichsch']",positive
450,german,99999999,"['v', 'vernachlässigba', 'vernachlässigb', 'vernach', 've', 'ver', 'vern', 'verna', 'vernac', 'vernachl']",negative
451,german,99999999,"['färöischem', 'färöiröichem', 'färöischäm', 'fähöischem', 'fääröischöischem', 'färöicchem', 'färöcschem', 'färöiröiscchem', 'färöirchem', 'fäöischöischem']",negative
452,german,99999999,"['vernachlässigbar', 'vernachlässigbah', 'vh', 'fernachlässigbar', 'fr', 'vernach', 'veh', 'vernachlässih', 'vernachlässh', 'vernachläsh']",negative
453,german,99999999,"['f', 'färöisc', 'färöis', 'fär', 'fä', 'färö', 'färöi', 'fr', 'färöiscr', 'färöisr']",negative
454,german,99999999,"['vernaigbarlässigbarem', 'vernasigbarlässigbarem', 'vernarlägbagbaigbarem', 'vernabarläggigbarem', 'vernarlässigbarem', 'vernachlässigbarlässigbarem', 'vernaernachlässigbarlässigbarem', 'vernarlägbasigbarem', 'vernarläsgbaigbarem', 'vernabarlägsigbarem']",negative
455,german,99999999,"['färöisch', 'färöiscr', 'fr', 'väröisch', 'vh', 'fär', 'färr', 'färöisr', 'färöir', 'färör']",negative
456,german,99999999,"['vernaigbaremlässigbar', 'vernasigbaremlässigbar', 'vernamlägbaregbareigbar', 'vernabaremläggigbar', 'vernamlässigbar', 'vernachlässigbaremlässigbar', 'vernaernachlässigbaremlässigbar', 'vernamlägbaresigbar', 'vernamläsgbareigbar', 'vernabaremlägsigbar']",negative
457,german,99999999,"['färöisch', 'fäaöisch', 'färöisc', 'färöish', 'färöigbasch', 'fäsröisch', 'färöissch', 'färöigsch', 'färöischl', 'färöisich']",negative
458,german,99999999,"['veremnachlässigbarem', 'vernachlässigbarem', 'veremnachlässigbar', 'vernachlässigbar', 'vemnarechlässigbarem', 'vernarechlässigbarem', 'vemnarechlässigbarer', 'vemnachlässigbarem', 'vemnarechlässigbam', 'veemnarchlässigbarem']",negative
459,german,99999999,"['vernachlässigbarlässigbar', 'vernachläaaigbarlässigbar', 'vernachläernaernaigbarlässigbar', 'vernachläasigbarlässigbar', 'vernachläsaigbarlässigbar', 'vernachläernasigbarlässigbar', 'vernachläsernaigbarlässigbar', 'vlässigbarnachlässigbarlässigbar', 'vlrnachlässigbarlässigbar', 'vernachlänanaigbarlässigbar']",negative
460,german,99999999,"['färemöischem', 'färöischem', 'fämöischem', 'fäemöischem', 'fäaremöischem', 'färemöiscem', 'fäbaremöischem', 'färemöishem', 'färöiscem', 'färöishem']",negative
461,german,99999999,"['vernachlässigbar', 'vernachläsigbasigbar', 'vernachlässigbam', 'vernachläsigbsigbar', 'vernachläsigbasr', 'vernachläsisigbar', 'vernachläsigsigbar', 'vem', 'vernachlässigbm', 'vernachlässigm']",negative
462,german,99999999,"['färöischemem', 'färöischerem', 'frem', 'vemem', 'väröischemem', 'vmem', 'färem', 'färöischrem', 'färrem', 'färöiscrem']",negative
463,german,99999999,"['vernaigbarlässigbar', 'vernasigbarlässigbar', 'vernarlägbagbaigbar', 'vernabarläggigbar', 'vernarlässigbar', 'vernachlässigbarlässigbar', 'vlässigbarernachlässigbar', 'vernaernachlässigbarlässigbar', 'vernarlägbasigbar', 'vernarläsgbaigbar']",negative
464,german,99999999,"['färöischem', 'väröischem', 'vem', 'färöiscrem', 'frem', 'fem', 'fm', 'vhem', 'vm', 'färem']",negative
465,german,99999999,"['vernachlässigbaremem', 'vernachlässigbarehem', 'vhem', 'fernachlässigbaremem', 'fmem', 'vernachem', 'vehem', 'vernachlässihem', 'vernachlässhem', 'vernachlässigbarhem']",negative
466,german,99999999,"['färöisch', 'färöiröich', 'fähöisch', 'fääröischöisch', 'färöicch', 'färöirch', 'färöcsch', 'färöiröiscch', 'fäöischöisch', 'färöischöisch']",negative
467,german,99999999,"['vernachlässigbarem', 'vem', 'fernachlässigbarem', 'vernachlässigbahem', 'vhem', 'vm', 'frem', 'fem', 'fm', 'vernachem']",negative
468,german,99999999,"['färöischöisch', 'färöischh', 'färöischäröisch', 'färöischem', 'färöischäm', 'färöiröichem', 'färöischeh', 'färöischch', 'färöischröisch', 'färöischisch']",negative
469,german,99999999,"['vernachemlässigbarem', 'vernachlässigbarem', 'vernamläschescheigbarem', 'vernachehlässigbarem', 'vernaemläschschigbarem', 'vernacmlässigbarem', 'vernahemläscscigbarem', 'vernamläschesigbarem', 'vernamlässcheigbarem', 'vernachhlässigbarem']",negative
470,german,99999999,"['färöisch', 'färöiscm', 'färöism', 'färöim', 'färöm', 'färm', 'fäm', 'fm', 'färöish', 'färöih']",negative
471,german,99999999,"['färöisch', 'fämöisch', 'färöiröich', 'fääröischemöisch', 'färöiröischech', 'färöirch', 'fäöischemöisch', 'fähemöisch', 'färöischemöisch', 'fäemöisch']",negative
472,german,99999999,"['vernachlässigbar', 'vernaclässigbar', 'vernachläscscigbar', 'vernachläscsigbar', 'vernachlässcigbar', 'vcrnachlässigbar', 'vernacclässigbar', 'vernachlässiscgbar', 'vernachläccisgbar', 'vernachläcsisgbar']",negative
473,german,99999999,"['färöischem', 'färöisch', 'färöischeh', 'färöiscm', 'färöischh', 'färöish', 'färöih', 'färöh', 'färh', 'fäh']",negative
474,german,99999999,"['Nopf', 'Nachmittaopf', 'Nachmittopf', 'Naopf', 'Nachmopf', 'Nacopf', 'Nachopf', 'Nachmiopf', 'Nachmitopf', 'Nachkopf']",negative
475,german,99999999,"['Schwachköpfe', 'Schkopwachkopköpfe', 'Scwacköpfe', 'Schkowachkoköpfe', 'Schkwachkköpfe', 'Schwchköpfe', 'Schwchwachköpfe', 'Schwachkopköpfe', 'Schkopwachköpfe', 'Schwcköpfe']",negative
476,german,99999999,"['Nachmittag', 'Nachmittaf', 'Nf', 'Sachmittag', 'Sg', 'Schmittag', 'Naf', 'Nachmf', 'Nachf', 'Nachmittf']",negative
477,german,99999999,"['Schwachkop', 'S', 'Sc', 'Schwac', 'Schwachk', 'Schwach', 'Schwachko', 'Schw', 'Sch', 'Schwa']",negative
478,german,99999999,"['Nachmittage', 'Nachmittamittage', 'Namittage', 'Nachmittmittage', 'Nachmitmittage', 'Nachmimittage', 'Nachmmittage', 'Nacmittage', 'Naamittage', 'Ntmittage']",negative
479,german,99999999,"['Schwachkopf', 'Schwachkopg', 'Sg', 'Nchwachkopf', 'Nf', 'Schwag', 'Nachkopf', 'Scg', 'Schwachkg', 'Schwachg']",negative
480,german,99999999,"['Nachmittag', 'Nachmittagmittag', 'Nachmittmittag', 'Nachmittamittag', 'Nachmitmittag', 'Nachmimittag', 'Nachmmittag', 'Nagmittag', 'Nacmittag', 'Namittag']",negative
481,german,99999999,"['Schwachkopf', 'Shwachkopf', 'Scwackopf', 'Shwahkopf', 'Scchwachkopf', 'Scchwahkopf', 'Shwacchkopf', 'Schwahkopf', 'Schmwachmkopf', 'Schwackopf']",negative
482,german,99999999,"['Nachmittage', 'Nachmittag', 'Nagchmittage', 'Nagchmittagg', 'Nagchmittae', 'Nachmitagtage', 'Nachmittagg', 'Nagchmittag', 'Nachmittae', 'Nachmitatage']",negative
483,german,99999999,"['Nachmittage', 'Nachmittagg', 'Nachmittagittag', 'Nachmittagag', 'Nachmittagtag', 'Nachmittagttag', 'Nachmittamittage', 'Nachmittagmittag', 'Namittage', 'Nachmittmittage']",negative
484,german,99999999,"['Schwachköpfe', 'Schwagchköpfe', 'Shwachköpfe', 'Scwacköpfe', 'Shwahköpfe', 'Schwgchköpfe', 'Scchwachköpfe', 'Scchwahköpfe', 'Shwacchköpfe', 'Schwahköpfe']",negative
485,german,99999999,"['Nachmittag', 'Nachmitatag', 'Nachmittage', 'Nachmittae', 'Nachmitatg', 'Nachmitte', 'Nachmite', 'Nachmie', 'Nachme', 'Nache']",negative
486,german,99999999,"['Schwachköpfee', 'Schwachköpfge', 'Sge', 'Nchwachköpfee', 'Nee', 'Schwage', 'Nachköpfee', 'Scge', 'Schwachkge', 'Schwachge']",negative
487,german,99999999,"['Nachmittag', 'Nachmittamittag', 'Namittag', 'Nachmittmittag', 'Nachmitmittag', 'Nachmimittag', 'Nachmmittag', 'Nacmittag', 'Naamittag', 'Ntmittag']",negative
488,german,99999999,"['Schwachköpfe', 'Schwachköpge', 'Nchwachköpfe', 'Sge', 'Se', 'Nfe', 'Ne', 'Nachköpfe', 'Schwage', 'Sce']",negative
489,german,99999999,"['Nachmittaöee', 'Nöee', 'Nöchmittagee', 'Nöpfe', 'Nachmittagöpfe', 'Nachmittöee', 'Nachmittögee', 'Nachmitöee', 'Nachmitöagee', 'Nachmiöee']",negative
490,german,99999999,"['Schwachkopf', 'Schköpwachköpkopf', 'Scwackopf', 'Schköwachkökopf', 'Schkwachkkopf', 'Schwchkopf', 'Schwchwachkopf', 'Schwachköpkopf', 'Schwckopf', 'Schköpwachkopf']",negative
491,german,99999999,"['Nachmittage', 'Nachmittafe', 'Sachmittage', 'Nfe', 'Ne', 'Sge', 'Se', 'Schmittage', 'Nae', 'Nafe']",negative
492,german,99999999,"['Schwachköpfe', 'Schkopwachkopköpfe', 'Schwachköpff', 'Scwacköpfe', 'Schwachköpfopf', 'Schkowachkoköpfe', 'Schkwachkköpfe', 'Schwachköpfpf', 'Schwchköpfe', 'Schwchwachköpfe']",negative
493,german,99999999,"['Nachmittage', 'Nachköpfmittage', 'Nachkmittage', 'Nachköpmittage', 'Nacmittage', 'Namittage', 'Nachkömittage', 'Nachmittacge', 'Nachköpfhmittage', 'Nachkhmittage']",negative
494,german,99999999,"['Schwachkopf', 'Schkopwachkopf', 'Scwachkopf', 'Schwachköpf', 'Schkowachkopf', 'Schkwachkopf', 'Schkophwachkopf', 'Schwachkope', 'Schwachkoe', 'Schwachke']",negative
495,german,99999999,"['Schwachkopf', 'Schköpfwachköpfkopf', 'Scwackopf', 'Schköpwachköpkopf', 'Schköwachkökopf', 'Schkwachkkopf', 'Schwchkopf', 'Schwchwachkopf', 'Schwachköpfkopf', 'Schköpfwachkopf']",negative
496,german,99999999,"['Nachmittag', 'Nachkopmittag', 'Nachkmittag', 'Nachkomittag', 'Nacmittag', 'Namittag', 'Nachmittacg', 'Nachkophmittag', 'Nachkhmittag', 'Nahmittacg']",negative
497,german,99999999,"['Schwachköpfe', 'Schköpfwachköpfe', 'Scwachköpfe', 'Schwachköpf', 'Schwachkopfe', 'Schköpwachköpfe', 'Schkwachköpfe', 'Schköwachköpfe', 'Schköpfhwachköpfe', 'Schwachköpff']",negative
498,german,99999999,"['nl', 'numorvol', 'nu', 'no', 'nol', 'nvol', 'nv', 'nrvol', 'nr', 'norvol']",negative
499,german,99999999,"['Nanoeektronischektronisches', 'Nanoelektronisches', 'Naneeektronischektrenisches', 'Nananoeeektronischektranoenisches', 'Nanoelektroniscnes', 'Nanoeektronischektroniscnes', 'Naneelektrenisches', 'Nananoeelektranoenisches', 'Nanoeektronischektroniscnanoes', 'Nanoelektroniscnanoelektronisces']",negative
500,german,99999999,"['humorvoll', 'humorvolh', 'hh', 'numorvoll', 'nl', 'huh', 'humorvoh', 'humorvh', 'humorh', 'humoh']",negative
501,german,99999999,"['nanoel', 'nano', 'nanoee', 'n', 'nanoelektronisc', 'nanoeanoe', 'nanoelektronis', 'nanole', 'nlanoe', 'na']",negative
502,german,99999999,"['humorvolles', 'humorvollrvos', 'lumorvolles', 'umorvollumorvolles', 'humorvollls', 'humorvollos', 'humorvollumorvos', 'humvolrvvollles', 'humvrvvlles', 'morvollumorvolles']",negative
503,german,99999999,"['nanoelektronisch', 'nanoeektronischektronisch', 'nanoelektroniscl', 'nl', 'hanoelektronisch', 'nanoeektronischl', 'hh', 'nanoell', 'nal', 'nanoelektronl']",negative
504,german,99999999,"['humorvoll', 'humlrvlll', 'humumorvollrvumorvollll', 'humorvoumorvollumorvoll', 'sumorvoll', 'umorvollesumorvoll', 'humlrvoll', 'humorvlll', 'humumorvollrvoll', 'humorvumorvollll']",negative
505,german,99999999,"['nanoelektronisch', 'nanoelektronilch', 'nanolelektrolnisch', 'nanoelktronilch', 'nanolllktronilch', 'nanoelktronisch', 'nanolelektronisch', 'nanoelektrolnisch', 'nanolllktronisch', 'nanoelektronillch']",negative
506,german,99999999,"['humorvolesles', 'humorvolles', 'humorvolesl', 'humorvoll', 'humolrvoleses', 'humorvollelle', 'humorvoslle', 'humolrvolles', 'humolrvolesl', 'humollervolles']",negative
507,german,99999999,"['humorvolll', 'humorvollumorvoll', 'humorvolles', 'humorvollrvos', 'humorvollmorvoll', 'humorvollel', 'humorvollvoll', 'humorvolloll', 'humorvollll', 'humorvollrvoll']",negative
508,german,99999999,"['Nanoelesektronisches', 'Nanoelektronisches', 'Nanoleesektrolnisches', 'Nanoelleektronisches', 'Nanolelektrolnisches', 'Nanoesektronisches', 'Nanoleesektronisches', 'Nanoeesektrolnisches', 'Nanoellektronisches', 'Nanoeesektronisches']",negative
509,german,99999999,"['humorvoll', 'humolrvoll', 'humorvols', 'humolrvol', 'humorvos', 'humorvs', 'humors', 'humos', 'hums', 'hus']",negative
510,german,99999999,"['Nanoelektronischeses', 'Nanoeektronischesektronischeses', 'Nanoelektronischeles', 'Nles', 'hanoelektronischeses', 'Nanoeektronischesles', 'hses', 'Nanoelles', 'Nales', 'Nanoelektronles']",negative
511,german,99999999,"['humorvoll', 'lumorvoll', 'umorvollumorvoll', 'humvrvvll', 'humvolrvvolll', 'morvollumorvoll', 'vollumorvoll', 'ollumorvoll', 'llumorvoll', 'rvollumorvoll']",negative
512,german,99999999,"['Nanoelektronisches', 'Nanoeektronischektronisches', 'hanoelektronisches', 'Nanoelektroniscles', 'Nles', 'Nes', 'Ns', 'hhes', 'hes', 'Nanoeektronischles']",negative
513,german,99999999,"['Numorvolleses', 'Nses', 'Neses', 'Nleses', 'Nmorvolleses', 'Nlleses', 'Norvolleses', 'Nrvolleses', 'Nvolleses', 'Nolleses']",negative
514,german,99999999,"['nanoeektronischektronisch', 'nanoelektronisch', 'naneeektronischektrenisch', 'nananoeeektronischektranoenisch', 'nanoektronischeeektronischektronisch', 'nanoelektroniscN', 'nanoeektronischektroniscN', 'nanoeektronischektroniscNano', 'nanoelektroniscNanoelektronisc', 'naneelektrenisch']",negative
515,german,99999999,"['humorvolles', 'Numorvolles', 'humorvolhes', 'hhes', 'hes', 'hs', 'Nles', 'Nes', 'Ns', 'Nlles']",negative
516,german,99999999,"['Nanoeeektroniktronischchektronisch', 'Nanoeeektronischektronisch', 'Nanoelektroniktronischchektronisch', 'Nanoeeektroniktronischches', 'Nanoeeektronisches', 'Nanoelektronischektronisch', 'Nanoelektroniktronischches', 'Nanoelektronisches', 'Nanoelektroniktronischcnektronisch', 'Nanoelektroniktronischcnanoektronisch']",negative
517,german,99999999,"['hesumorvolles', 'humorvolles', 'sumorvolles', 'esumorvolles', 'humorvollesche', 'chesumorvolles', 'humorvollesch', 'humorvollesc', 'hesumanorvanolles', 'schesumorvolles']",negative
518,german,99999999,"['nanoelektronisch', 'Nanoelektronisch', 'nanoelektroniscs', 'ns', 'Nh', 'nanoelektronihch', 'nanoeles', 'nanoes', 'nas', 'nanoelektroniss']",negative
519,german,99999999,"['nanoeektronischesektronisch', 'nanoelektronisch', 'naneeektronischesektrenisch', 'nananoeeektronischesektranoenisch', 'nanoelektroniscN', 'naneelektrenisch', 'nanoeektronischesektroniscN', 'nananoeelektranoenisch', 'nanoeektronischesektroniscNano', 'nanoelektroniscNanoelektronische']",negative
520,german,99999999,"['humorvoll', 'humanorvanoll', 'humanorvoll', 'humorvanoll', 'humnorvnoll', 'humnorvoll', 'humorvnoll', 'humoniscrvoniscll', 'humoniscrvoll', 'humorvoniscll']",negative
521,german,99999999,"['NaNoelektroNisches', 'Nanoelektronisches', 'NaNoelektroNisch', 'NaNoelektronisches', 'NanoelektroNisches', 'naNoelektroNisches', 'NaNoelektronisch', 'NanoelektroNisch', 'naNoelektroNisch', 'naNoelektronisches']",negative
522,german,99999999,"['w', 'wackeli', 'wac', 'wackel', 'wa', 'wack', 'wacke', 'wackelig', 'wg', 'wacg']",negative
